#{"t_start": 1686157586.947141, "env_id": null}
r,l,t
-105.70963,42,0.677952
-110.28513,44,0.702467
-107.031364,45,0.716454
-112.34756,46,0.730725
-112.724594,53,0.812306
-106.9629,53,0.812467
-114.79139,55,0.837885
-113.737656,56,0.852159
-104.24268,61,0.911322
-112.65939,61,0.911389
-119.30332,64,0.948893
-117.42018,66,0.974477
-102.767624,69,1.018903
-108.265816,69,1.018975
-99.60516,69,1.018988
-116.46934,70,1.033859
-114.33713,71,1.048772
-100.15289,73,1.078553
-113.92703,73,1.078631
-118.84935,76,1.115357
-105.80544,40,1.201828
-109.39943,41,1.306174
-107.2207,35,1.379651
-100.31276,102,1.393233
-106.19285,109,1.469415
-117.060745,111,1.502134
-119.73779,63,1.646166
-116.14172,65,1.671432
-104.54543,58,1.686443
-103.24611,66,1.722241
-105.101425,77,1.758312
-101.63812,66,1.806073
-100.07926,70,1.835642
-127.060555,139,1.835709
-106.30997,86,1.870558
-118.77106,66,1.884815
-118.92563,104,1.97479
-107.803246,48,2.325626
-104.72383,46,2.353771
-102.180336,75,2.367967
-108.50292,76,2.404235
-113.19326,49,2.41876
-118.227234,62,2.468704
-105.75195,90,2.468837
-106.82457,122,2.503994
-111.65474,61,2.58813
-122.69015,82,2.654452
-102.56044,64,2.716831
-112.05296,134,2.76636
-111.6905,117,3.048251
-117.86086,66,3.097917
-122.97896,180,3.136177
-112.538826,60,3.163172
-104.40914,115,3.211226
-106.97637,74,3.226964
-106.27334,67,3.254115
-108.162575,66,3.535895
-117.68982,72,3.561977
-101.56164,115,3.74758
-106.05516,110,3.93379
-120.47041,62,3.933869
-116.33797,76,4.038631
-106.84961,76,4.128222
-101.10562,96,4.224591
-104.49936,69,4.365617
-125.98965,107,4.460328
-106.808,68,4.736622
-103.160225,93,4.83922
-111.96573,50,5.027321
-99.86471,105,5.158695
-100.43101,90,5.407269
-123.37168,119,5.444772
-121.229645,75,5.618903
-113.566696,86,5.84867
-105.89303,86,6.046836
-118.10325,56,6.072633
-119.756744,89,6.20634
-101.22466,71,6.265106
-99.67645,79,6.538191
-98.780754,93,6.927886
-121.31511,110,7.476438
-105.5814,103,7.724473
-116.2942,84,7.899096
-102.297714,108,8.968359
-109.16037,98,10.093814
-115.95265,60,10.795198
-182.88301,940,13.289925
-123.19563,77,14.179593
-194.04971,1167,14.274477
-104.99854,79,15.082687
-120.80955,132,15.7869
-103.53212,82,16.025507
-106.74278,62,16.715135
-103.64659,135,17.315905
-103.1084,70,17.513771
-107.4456,58,17.981195
-121.01588,1600,18.758078
-118.17179,1600,18.758178
-119.36468,1600,18.758191
-112.00164,1600,18.7582
-112.668015,1600,18.758243
-124.287605,1600,18.758255
-109.12247,1600,18.758264
-117.56105,1600,18.758271
-104.33055,44,19.269577
-114.228676,1600,19.285497
-103.38568,50,19.345898
-107.27159,1600,19.383901
-125.28343,1600,19.570863
-121.939514,1600,19.62311
-100.191666,78,19.685661
-101.27364,81,19.723841
-122.09737,88,19.807373
-114.84589,1600,19.876516
-102.83349,53,19.923479
-118.66187,1600,19.959246
-117.635124,112,20.085102
-104.283195,68,20.085179
-107.748566,46,20.12227
-117.140625,68,20.1659
-117.26109,1600,20.237555
-111.946396,47,20.25274
-101.49427,73,20.268211
-104.894714,52,20.349868
