#{"t_start": 1686456631.0391088, "env_id": null}
r,l,t
-106.40462,33,0.454297
-108.3569,48,0.581
-108.680275,48,0.581067
-110.594154,52,0.617906
-103.79964,55,0.646135
-115.93146,60,0.689956
-111.523285,64,0.725825
-102.05779,66,0.744862
-112.25611,71,0.793396
-105.92442,74,0.82325
-119.16,76,0.843307
-110.622375,46,0.877397
-104.68837,79,0.877451
-116.445274,79,0.877463
-103.658775,84,0.923659
-107.90913,87,0.952373
-116.38643,90,0.980707
-117.524994,93,1.0091
-120.83569,103,1.09609
-99.47734,103,1.096158
-101.759,57,1.115781
-103.54369,55,1.136478
-109.89789,108,1.149989
-108.51069,47,1.262698
-108.330475,44,1.283382
-103.63081,66,1.345019
-105.49453,58,1.381163
-108.01594,82,1.409327
-116.16025,60,1.42929
-120.701,142,1.457472
-107.61332,76,1.619179
-109.788445,87,1.67604
-116.2491,95,1.676101
-103.16966,82,1.755781
-110.132774,99,1.855733
-108.45162,81,1.888977
-112.292404,55,1.93599
-104.64002,91,1.972867
-99.83865,70,1.992845
-101.53338,77,2.087808
-103.33056,59,2.290133
-107.01999,76,2.36183
-98.75223,62,2.441452
-104.95292,117,2.470087
-107.32062,80,2.574587
-101.635056,106,2.635657
-104.48809,66,2.68225
-114.78443,80,2.711606
-125.58464,89,2.774541
-102.98092,100,3.183734
-99.72596,68,3.28078
-104.52168,99,3.328806
-112.32852,121,3.549541
-108.253265,46,3.595715
-123.219604,107,3.658656
-108.04285,61,3.831961
-120.712364,92,4.151097
-100.10053,75,4.22313
-110.01992,69,4.278574
-109.98683,56,4.771132
-113.494255,64,4.794559
-105.36186,78,4.853703
-109.077896,49,5.236058
-100.2483,75,5.44815
-110.18373,181,5.448207
-100.177734,62,6.002973
-101.595505,83,6.707578
-106.16993,88,7.442757
-104.36659,120,8.445813
-196.7868,1014,9.099365
-116.72311,1600,14.038943
-122.17158,1600,14.039
-104.053825,1600,14.039012
-107.61101,1600,14.039021
-121.08388,1600,14.039041
-119.014366,1600,14.039049
-110.287674,1600,14.039055
-123.80016,1600,14.039062
-105.95508,1600,14.039068
-114.62295,1600,14.039074
-107.762955,1600,14.450604
-117.62795,57,14.530969
-119.410164,1600,14.559675
-103.27745,62,14.579811
-103.51216,65,14.612725
-118.18421,1600,14.62662
-94.18998,1600,14.836641
-105.188736,43,14.925826
-115.090546,1600,14.958184
-106.02457,1600,14.958255
-106.63969,1600,14.983241
-114.84082,64,15.047727
-118.25937,113,15.059355
-110.308846,52,15.07108
-109.70389,1600,15.133088
-115.60465,1600,15.153751
-111.66901,72,15.275533
-116.59302,72,15.287316
-112.005,1600,15.32474
-107.70607,51,15.435506
-112.60655,1600,15.489651
-115.79657,51,15.518881
-117.83615,104,15.53107
-102.56216,52,15.626424
-120.79077,1600,15.79547
-119.34867,84,15.833463
-100.55228,66,15.888886
-115.87656,92,16.154288
-121.9055,134,16.200928
-113.06887,1600,16.233503
-104.2677,105,16.233556
-117.235504,81,16.270247
-112.46667,48,16.282504
-105.02416,1600,16.460021
-116.177605,1600,16.515366
-97.779205,72,16.552593
-120.41371,1600,16.647238
-114.62138,60,16.709487
-107.919464,65,16.854268
-103.63942,77,16.933271
-99.95456,95,17.0889
-108.468315,63,17.268661
-119.75637,67,17.441762
-116.07853,1600,17.470514
-119.661064,74,17.591398
-122.09326,98,17.981155
-108.594055,81,18.010569
-116.36203,57,60.991107
-127.47911,187,61.020845
-121.17288,88,61.124739
-109.53173,107,61.311725
-112.66559,61,61.538273
-110.302574,1600,61.591758
-112.00665,105,61.787122
-122.41528,67,61.881419
-114.730194,1600,61.960753
-108.637665,1600,62.164133
-105.4039,86,62.520894
-108.55857,73,62.781088
-108.23117,49,62.935719
-113.81833,53,63.232597
-105.9237,1600,65.136924
-103.214035,1600,65.770544
-102.33069,79,65.817419
-108.86014,1600,70.986437
-102.80563,1600,70.986504
-106.677574,1600,70.986519
-102.187584,1600,70.986528
-107.86229,1600,70.986536
-118.973915,1600,70.986543
-107.9713,53,71.450461
-109.09235,77,71.653602
-114.47773,81,71.690089
-93.879364,1600,71.768867
-106.94371,1600,71.855577
-120.07303,1600,71.884215
-107.40377,55,71.928729
-105.40697,1600,71.973492
-102.38605,1600,72.042982
-104.539024,73,72.326888
-112.44676,1600,72.326949
-108.769646,1600,72.38079
-110.67257,1600,72.409776
-105.1508,79,72.463454
-105.72486,1600,72.516951
-112.33659,71,72.553549
-105.07168,60,72.573534
-106.98182,1600,72.684292
-103.07595,99,72.836955
-118.09807,62,72.94847
-102.24183,67,73.042397
-115.22554,1600,73.070994
-104.64163,91,73.124292
-104.082,1600,73.136072
-101.895966,77,73.239564
-112.88581,1600,73.359101
-113.507256,1600,73.39637
-120.273636,102,73.418546
-109.105896,38,73.472181
-104.24403,1600,73.50923
-109.25572,62,73.603527
-99.42966,80,73.66316
-99.87092,80,73.840123
-108.752014,62,73.908723
-99.637054,127,73.957155
-101.96644,74,74.059577
-102.46789,69,74.071152
-102.749466,64,74.215998
-101.257515,133,74.549688
-107.788994,92,74.627875
-113.50035,1600,74.774366
-114.7416,1600,74.903937
-112.265724,49,74.973688
-109.962776,1600,75.035788
-112.24537,57,75.261744
-114.64256,55,75.372849
-100.31522,1600,75.452176
-105.84515,1600,75.505978
-101.993744,70,75.574877
-101.9617,70,75.636145
-104.91798,1600,75.797332
-110.97454,1600,75.87609
-104.83105,71,76.062339
-109.417694,88,76.256634
-109.33744,47,76.459635
-101.38595,86,76.603556
-114.399376,54,76.715516
-111.5036,1600,76.85393
-122.15453,1600,77.148629
-103.16485,99,77.443594
-106.10688,56,77.622871
-107.36254,61,77.988429
-114.82964,73,78.267595
-104.93071,95,121.9151
-108.18425,54,122.391883
-106.31641,1600,122.603836
-112.136215,1600,122.652142
