#{"t_start": 1686437892.2013125, "env_id": null}
r,l,t
-111.00093,46,0.558764
-112.171,52,0.610199
-103.1358,56,0.645495
-107.56803,62,0.69644
-101.37027,63,0.716585
-114.086136,63,0.716622
-114.99564,63,0.716635
-107.74644,63,0.716644
-108.094925,64,0.728003
-117.114586,70,0.779291
-103.020515,81,0.869335
-103.5087,86,0.912803
-104.71579,89,0.940014
-109.90106,92,0.967247
-109.590576,38,1.043499
-119.53017,105,1.079546
-126.28061,108,1.10739
-113.62377,69,1.21532
-97.4994,122,1.226441
-118.33245,126,1.261816
-108.69342,73,1.345405
-102.69771,76,1.373544
-120.67883,81,1.41704
-101.96858,89,1.428209
-115.94199,58,1.450571
-112.19961,83,1.450599
-128.5765,148,1.462045
-117.31502,80,1.482049
-99.79868,65,1.493757
-116.410515,89,1.652588
-113.33025,63,1.815018
-107.599655,60,1.876513
-105.42232,56,1.961861
-99.8965,86,1.973094
-115.11077,62,1.996493
-118.86569,72,2.016163
-117.60344,66,2.035577
-115.68658,78,2.121665
-101.30687,81,2.140994
-106.06636,57,2.315081
-104.07478,80,2.350915
-125.5282,135,2.411939
-111.20425,62,2.530937
-104.412575,86,2.626081
-101.911095,73,2.661866
-111.45239,56,2.802354
-112.33512,91,2.905159
-117.90094,77,3.073946
-104.576126,99,3.203158
-114.83428,64,3.21475
-116.098465,70,3.234655
-112.93763,58,3.5721
-100.54325,70,3.810369
-122.355896,79,3.905316
-109.41774,56,4.051496
-107.52936,65,4.366849
-108.12765,44,4.739749
-108.62605,117,5.046736
-101.840126,68,5.319191
-167.7962,604,5.768068
-126.378334,117,6.761496
-119.9597,115,7.729851
-198.20721,1055,9.2526
-218.22516,1353,12.681672
-213.34918,1256,13.502626
-116.54933,1600,13.894688
-119.890274,1600,13.89474
-94.934105,1600,13.894754
-122.45327,1600,13.894762
-111.38207,1600,13.89477
-119.29533,1600,13.894777
-122.45975,1600,13.894783
-115.29873,1600,13.894789
-96.403404,1600,13.894795
-117.1079,1600,13.894802
-100.911644,1600,13.894809
-114.769196,1600,13.894815
-107.52391,44,14.263802
-109.04109,49,14.309024
-116.054436,50,14.320485
-112.25637,1600,14.424037
-104.93085,67,14.468673
-114.52686,75,14.537916
-103.27701,77,14.558649
-108.780235,81,14.595488
-112.87871,1600,14.688178
-101.864494,99,14.74868
-122.3365,1600,14.77136
-123.49459,101,14.771397
-131.07857,1600,14.808098
-102.2681,63,14.828036
-109.573105,42,14.929093
-105.34164,62,15.085186
-108.32389,75,15.085232
-102.13658,60,15.122119
-122.50908,1600,15.184331
-117.085175,1600,15.21277
-112.29102,61,15.307081
-115.44394,64,15.318301
-103.05684,60,15.338053
-103.557335,80,15.474364
-113.94806,62,15.628795
-100.85374,68,15.681915
-123.47414,1600,15.693645
-122.47805,1600,15.70538
-127.04982,1600,15.741777
-103.00529,164,15.767983
-114.54444,57,15.830809
-105.176605,1600,15.875848
-118.71697,66,15.927899
-115.65268,83,16.047885
-104.028534,59,16.221219
-107.9223,45,16.221272
-107.31785,1600,16.275242
-117.2544,66,16.295005
-101.68785,63,16.306568
-100.60967,65,16.342882
-103.773415,108,16.436545
-114.57006,1600,16.650365
-100.49042,109,16.65042
-109.27004,48,16.711885
-109.68714,51,16.723443
-121.26404,126,16.751137
-126.81204,219,16.76264
-102.27972,62,16.774122
-112.26276,63,16.785854
-112.232735,1600,16.963569
-109.100784,56,17.20092
-114.885284,51,17.200974
-103.344406,65,17.311746
-101.17623,76,17.382533
-103.60684,77,17.454618
-115.656334,1600,17.675145
-139.92627,337,60.740617
-103.2313,67,60.752511
-118.969185,99,60.915991
-124.86397,141,61.275182
-99.91374,69,61.348092
-103.88581,66,61.491714
-108.65106,1600,61.709908
-100.27319,62,61.843493
-119.647736,1600,61.990673
-113.45423,75,62.16231
-113.47499,263,62.539942
-111.841736,55,62.637263
-115.94458,83,62.708305
-99.539505,128,62.826141
-104.115204,59,63.057078
-107.24796,56,63.128854
-104.59548,71,63.435482
-100.04374,86,63.45604
-115.00849,52,63.882856
-99.69598,1600,64.451913
-98.66076,75,64.532189
-100.98149,68,65.110672
-105.801834,85,65.181479
-147.21526,263,65.320246
-123.75863,72,65.731849
-102.47547,1600,65.938727
-100.60403,62,66.471947
-127.437614,136,66.49236
-101.02398,1600,69.434332
-101.53946,1600,70.28319
-108.595215,1600,70.649745
