#{"t_start": 1686129297.8601508, "env_id": null}
r,l,t
-106.4451,43,0.342212
-107.908104,59,0.417352
-114.34329,63,0.439143
-104.33074,79,0.51735
-102.13371,79,0.51741
-101.275085,84,0.543918
-101.694595,90,0.574129
-104.23053,97,0.609451
-101.75409,99,0.621943
-124.064835,106,0.656603
-125.70706,113,0.692036
-100.127975,79,0.735912
-99.492294,68,0.76252
-116.75252,139,0.818798
-113.50875,61,0.82648
-108.65345,60,0.948669
-106.7898,53,0.948736
-119.339355,106,1.059326
-108.41416,57,1.213182
-105.217026,74,1.403962
-116.786385,58,1.484388
-101.45984,148,1.638753
-141.66249,260,1.847331
-100.76223,82,1.868608
-139.7517,257,1.944112
-117.27342,66,2.154776
-114.77689,86,2.265921
-119.37855,102,2.413148
-102.81653,92,2.587385
-112.552124,91,2.850292
-107.2466,57,2.863325
-111.34713,98,3.326453
-122.474304,145,3.565431
-121.30272,65,3.645696
-129.32097,92,4.09427
-192.68346,990,4.881667
-101.6614,103,5.395634
-116.59922,60,5.679037
-106.98092,1600,7.864707
-98.80022,1600,7.86478
-96.868256,1600,7.864793
-129.3994,1600,8.174328
-108.14206,1600,8.253234
-102.32288,1600,8.308949
-116.69905,1600,8.34603
-114.40156,117,8.44164
-113.98614,1600,8.491981
-126.78675,1600,8.551541
-122.29222,1600,8.55994
-105.06274,68,8.59614
-106.464,75,8.711451
-104.820114,123,8.781538
-118.609215,81,8.843844
-116.5278,58,8.843905
-118.74763,96,9.059489
-111.950195,57,9.119437
-105.921555,133,9.146012
-105.096344,1600,9.168388
-100.04421,92,9.236425
-103.92568,81,9.244277
-116.17083,71,9.412423
-115.708206,1600,9.412489
-105.82172,54,9.435213
-100.55709,64,9.467034
-121.33949,76,9.612131
-118.11905,73,9.765254
-113.088684,1600,21.512078
-116.12769,67,21.833075
-130.9242,159,21.979319
-110.75662,136,22.486208
-112.94324,61,22.778348
-104.44951,1600,22.811352
-122.63754,105,23.284407
-101.720215,1600,23.33083
-232.67894,1545,24.631473
-116.1001,58,24.910678
-110.29448,1600,27.072096
-124.61274,1600,27.07216
-118.63478,87,27.488882
-103.395226,1600,27.506652
-111.49586,95,27.533614
-95.506256,1600,27.741449
-114.21783,66,27.812144
-108.72372,1600,27.905217
-122.09259,108,28.056495
-100.449234,83,28.14978
-114.21021,1600,28.310654
-100.47281,86,28.328413
-108.96374,1600,28.428792
-120.57173,87,28.580382
-100.41646,1600,28.607775
-118.42423,1600,28.630492
-120.92261,1600,28.662369
-101.775665,76,28.713204
-103.34784,1600,28.820141
-109.0134,46,28.820201
-103.61648,75,29.003102
-115.71391,76,29.039142
-105.661285,58,29.103163
-122.3219,80,29.111211
-103.73183,92,29.271978
-120.967224,105,29.520037
-99.77943,112,29.651989
-115.24254,1600,29.759208
-115.9533,60,29.950892
-112.4356,60,30.060122
-103.61143,78,30.335726
-110.61302,61,30.358538
-104.94105,47,30.586893
-121.38011,1600,30.614548
-125.38987,119,30.915371
-111.08651,84,31.047154
-110.4049,1600,31.130094
-120.94536,1600,31.183549
-109.88739,38,31.366998
-115.01315,63,31.446979
-107.35319,104,31.474398
-105.292595,51,43.559234
-116.03231,1600,44.620262
-112.21358,1600,47.230058
-115.09435,1600,47.538345
-107.32277,65,47.551858
-120.52094,1600,47.806593
-105.34094,68,47.898028
-118.42845,1600,48.064903
-106.31342,54,48.16551
-106.96693,1600,48.183769
-115.87885,1600,48.359608
-108.72045,62,48.657177
-113.30388,1600,48.773671
-120.53204,1600,48.842511
-118.68591,62,48.958273
-106.805115,1600,49.003587
-100.41517,68,49.10144
-104.04971,69,49.172437
-108.53875,1600,49.244795
-99.21422,68,49.329694
-111.47991,59,49.390418
-104.58267,55,49.446104
-105.45961,90,49.690056
-108.774895,98,49.813081
